Make,Model,Number.of.Engines,Injury.Severity,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,RiskScore
American Aviation,AA-1A,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,172P,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Globe,SWIFT GC-1B,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,182,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Bell,47G2,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,172,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Beech,A35,1.0,Fatal(4),4.0,0.0,0.0,0.0,40.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-28R,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Raven Industries,S-66A,0.0,Non-Fatal,0.0,3.0,1.0,1.0,17.0
Beech,A24R,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Beech,C35,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Beech,95-C55,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Waco,SRE,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,414A,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Smith Miniplane,MINI,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,170A,1.0,Non-Fatal,0.0,2.0,0.0,0.0,10.0
Hiller,UH-12C,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Lake,LA-4-200,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Mooney,M20A,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Piper,PA-32-300,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Cessna,340,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-28-161,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-24-250,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Boeing Vertol,107,2.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Eagle,DW-1,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Luscombe,T-8F,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Cessna,172,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-25-235,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Luscombe,8A,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Tomcat,MK68,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,140,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Cessna,172N,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,172N,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Swearingen,SA-226TC,2.0,Non-Fatal,0.0,0.0,1.0,17.0,2.0
Piper,PA-23-250,2.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Piper,PA-18,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Bowers Flybaby,1A,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Mooney,M20E,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Cessna,182P,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Beech,E17L,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Volksplane,VP-2,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Piper,PA-38-112,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,206,1.0,Non-Fatal,0.0,0.0,0.0,5.0,0.0
Beech,95-B55,2.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Piper,PA28-180,1.0,Non-Fatal,0.0,2.0,1.0,0.0,12.0
Beech,C-45H,2.0,Fatal(14),14.0,0.0,0.0,0.0,140.0
Aero Commander,100,1.0,Non-Fatal,0.0,3.0,0.0,0.0,15.0
Schweizer,SGS2-33AK,0.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-30,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Smith,MINIPLANE,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-22-108,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Cessna,177RG,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Piper,PA-32-260,1.0,Non-Fatal,0.0,0.0,2.0,3.0,4.0
Swearingen,SA227-AC,2.0,Non-Fatal,0.0,0.0,0.0,8.0,0.0
Cessna,172M,1.0,Fatal(1),1.0,2.0,0.0,0.0,20.0
Douglas,DC-9-30,2.0,Incident,0.0,0.0,0.0,65.0,0.0
Lockheed,18,2.0,Fatal(3),3.0,0.0,0.0,0.0,30.0
Cessna,T210M,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Taylorcraft,BC12-65,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Grumman American,AA-1B,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Bell,206B,1.0,Fatal(3),3.0,0.0,0.0,0.0,30.0
Bell,206B,1.0,Fatal(3),3.0,0.0,0.0,0.0,30.0
Beech,58,2.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Cessna,172PII,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,172,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,182,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-23-250,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Hughes,369D,1.0,Non-Fatal,0.0,3.0,0.0,0.0,15.0
Cessna,R182,1.0,Fatal(1),1.0,2.0,0.0,0.0,20.0
Cessna,210,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Beech,F17D,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Piper,PA-23-250,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Beech,B-23,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Piper,PA-31,2.0,Fatal(8),8.0,0.0,0.0,0.0,80.0
Cessna,182,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Robinson,R-22,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
E.l. Craig,CRAIGCRAFT,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-28-181,1.0,Fatal(1),1.0,3.0,0.0,0.0,25.0
Piper,PA-39,2.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Cessna,182B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Hughes,269C,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Eipper-formance,MX-II,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-18-125,1.0,Non-Fatal,0.0,1.0,0.0,1.0,5.0
Cessna,172P,1.0,Fatal(2),2.0,1.0,1.0,0.0,27.0
Cessna,320E,2.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
C. Eff,VARI-EZE,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Brantly,305,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Beech,H35,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
North American,F-51D,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
American,AA-5B,1.0,Fatal(1),1.0,1.0,0.0,0.0,15.0
Cessna,172,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Piper,PA-28-181,1.0,Fatal(4),4.0,0.0,0.0,0.0,40.0
Cessna,310C,2.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Cessna,150F,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Maule,M-5-210C,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-32-300,1.0,Non-Fatal,0.0,4.0,0.0,0.0,20.0
Cessna,172,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Cessna,402B,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,172,1.0,Non-Fatal,0.0,0.0,3.0,1.0,6.0
Piper,J-3,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,172E,1.0,Incident,0.0,0.0,0.0,4.0,0.0
Piper,J3C-65,1.0,Incident,0.0,0.0,0.0,4.0,0.0
Cessna,172N,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Piper,PA-28-161,1.0,Fatal(4),4.0,0.0,0.0,0.0,40.0
Cassutt,111M,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Beech,B35,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Cessna,172G,1.0,Fatal(1),1.0,0.0,1.0,0.0,12.0
J.a.mullan,DRAGONFLY,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
De Havilland,DHC-3,1.0,Incident,0.0,0.0,0.0,1.0,0.0
Piper,PA-28-161,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Grumman,G-164B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Quickie,TWO,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Cessna,337G,2.0,Fatal(4),4.0,0.0,0.0,0.0,40.0
Piper,PA-31P,2.0,Fatal(4),4.0,0.0,0.0,0.0,40.0
Grumman,G-164,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-28-180,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,170A,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Bell,UH-1B,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Beech,E90,2.0,Incident,0.0,0.0,0.0,2.0,0.0
Beech,B99,2.0,Incident,0.0,0.0,0.0,2.0,0.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-28-161,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Bell,47D1,1.0,Non-Fatal,0.0,2.0,0.0,0.0,10.0
Piper,PA-30,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Ted Smith,601P,2.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Piper,PA-28-140,1.0,Non-Fatal,0.0,0.0,1.0,2.0,2.0
Cessna,150L,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,177,1.0,Non-Fatal,0.0,0.0,2.0,0.0,4.0
Cessna,185,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,172N,1.0,Fatal(3),3.0,0.0,0.0,0.0,30.0
Gulfstream,G-164B,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Piper,PA-28RT-201,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Piper,PA-28-140,1.0,Fatal(3),3.0,0.0,0.0,0.0,30.0
Flagg,13,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Arctic Aircraft,S1B2,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Luscombe,8A,1.0,Non-Fatal,0.0,2.0,0.0,0.0,10.0
Cessna,177,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Piper,PA-31-350,2.0,Fatal(3),3.0,0.0,0.0,0.0,30.0
Cessna,177,1.0,Non-Fatal,0.0,2.0,0.0,0.0,10.0
Cessna,172M,1.0,Fatal(2),2.0,1.0,0.0,0.0,25.0
Cessna,120,1.0,Non-Fatal,0.0,0.0,1.0,1.0,2.0
Piper,PA-24-180,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-18-150,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Fairchild,M-62A-3,1.0,Non-Fatal,0.0,2.0,0.0,0.0,10.0
Piper,PA-38-112,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Vanhoose/scorpio,EXECUTIVE,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
"Johnson, Douglas L.",JAYHAWK,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Piper,PA-28-181,1.0,Non-Fatal,0.0,2.0,1.0,0.0,12.0
Short Bros.,SC7 SERIES 3,2.0,Incident,0.0,0.0,1.0,2.0,2.0
Grumman American,AA-1B,1.0,Non-Fatal,0.0,0.0,2.0,0.0,4.0
Stinson,108-3,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Beech,B90,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,402B,2.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Piper,PA-32RT-300,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-25-235,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Boeing,737-200,2.0,Non-Fatal,0.0,1.0,0.0,67.0,5.0
Piper,PA-34-220T,2.0,Fatal(4),4.0,0.0,0.0,0.0,40.0
Piper,PA-34-200T,2.0,Fatal(4),4.0,0.0,0.0,0.0,40.0
Cessna,P210N,1.0,Fatal(4),4.0,0.0,0.0,0.0,40.0
Beech,A23-19,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,150B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-28-140,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,172P,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA28-140,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,210E,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Beech,50,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,150,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,172P,1.0,Fatal(6),6.0,0.0,0.0,0.0,60.0
Cessna,177RG,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Fairchild,C-82,2.0,Non-Fatal,0.0,2.0,0.0,0.0,10.0
Beech,65-B80,2.0,Fatal(3),3.0,0.0,0.0,0.0,30.0
Piper,PA-30,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Piper,PA-28-140,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,182D,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,210,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-28-140,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Swearingen,SA-226TC,2.0,Non-Fatal,0.0,0.0,2.0,2.0,4.0
Cessna,180B,1.0,Fatal(1),1.0,2.0,0.0,0.0,20.0
Rolladen-schneider,LS-1D,0.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Gates Learjet,25,2.0,Non-Fatal,0.0,0.0,0.0,11.0,0.0
Cessna,T210G,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Cessna,172H,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Beech,C23,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Schleicher,ASW-20,0.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,172,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-28RT-201T,1.0,Non-Fatal,0.0,2.0,0.0,0.0,10.0
Cessna,T210,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Beech,G35,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,J3C-65,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Gates Learjet,24D,2.0,Non-Fatal,0.0,0.0,0.0,11.0,0.0
Froehlich,M-II,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Pitts,S1,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Grumman,AA1,1.0,Non-Fatal,0.0,0.0,2.0,0.0,4.0
Ercoupe,415C,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Bensen,M8M,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Cessna,172,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,2.0,0.0,4.0
Cessna,310H,2.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Cessna,172,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Temco,GC-1B,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Cessna,172N,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Grumman American,GA-7,2.0,Fatal(1),1.0,0.0,1.0,0.0,12.0
Cessna,182A,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Aerospatiale,S350D,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Piper,J-3,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,172H,1.0,Non-Fatal,0.0,4.0,0.0,0.0,20.0
Beech,A23,1.0,Fatal(1),1.0,0.0,1.0,0.0,12.0
Cessna,421C,2.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Cessna,T337D,2.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Cessna,T210L,1.0,Non-Fatal,0.0,0.0,1.0,1.0,2.0
Piper,PA-24-260,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-32-300,1.0,Non-Fatal,0.0,4.0,0.0,0.0,20.0
Piper,PA-28R-201T,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA23-250,2.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Convair,340,2.0,Incident,0.0,0.0,0.0,3.0,0.0
Cessna,402,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,C152,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-31-350,2.0,Non-Fatal,0.0,0.0,0.0,6.0,0.0
Cessna,172,1.0,Non-Fatal,0.0,0.0,1.0,3.0,2.0
Beech,A36,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Air Tractor,AT-301A,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,150L,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Boeing,707-300,4.0,Fatal(1),1.0,0.0,0.0,3.0,10.0
Cessna,R172K,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Cessna,210D,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,170A,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Mitsubishi,MU-2B-60,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-32-300,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Piper,601P,2.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Piper,PA-31-350,2.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Cessna,172,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,501,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-28-235,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Stinson,108-3,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Cessna,340A,2.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Cessna,411A,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Mooney,M20F,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Aerospatiale,SA316B,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Gulfstream American,AA5A,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Amateur Built,QUICKIE Q2,1.0,Non-Fatal,0.0,2.0,0.0,0.0,10.0
Cessna,185,1.0,Incident,0.0,0.0,0.0,3.0,0.0
Piper,PA-31-310,2.0,Fatal(8),8.0,0.0,0.0,0.0,80.0
Piper,PA-28-180,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,177RG,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Champion,7FC,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA28-180,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,210,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Aero Commander,680,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-28-161,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,28-140,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-28-140,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Beech,G18S,2.0,Incident,0.0,0.0,0.0,2.0,0.0
Cessna,U206,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Piper,PA-28-180,1.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,150J,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Beech,60,2.0,Non-Fatal,0.0,0.0,2.0,2.0,4.0
Cessna,182,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-28-140,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Piper,PA-28-151,1.0,Non-Fatal,0.0,1.0,0.0,4.0,5.0
Cessna,172M,1.0,Non-Fatal,0.0,0.0,1.0,3.0,2.0
Piper,601P,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Piper,PA-28-181,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-22,1.0,Non-Fatal,0.0,0.0,3.0,0.0,6.0
Cessna,170B,1.0,Non-Fatal,0.0,1.0,0.0,1.0,5.0
Piper,PA-28-151,1.0,Non-Fatal,0.0,0.0,2.0,0.0,4.0
Cessna,551,2.0,Fatal(3),3.0,0.0,0.0,0.0,30.0
Piper,601P,2.0,Non-Fatal,0.0,1.0,0.0,0.0,5.0
Cessna,150,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,22,1.0,Non-Fatal,0.0,1.0,0.0,1.0,5.0
Mcdonald Douglas,DC-10,3.0,Non-Fatal,0.0,0.0,0.0,136.0,0.0
Piper,PA-28-180,1.0,Non-Fatal,0.0,3.0,0.0,0.0,15.0
Cessna,172RG,1.0,Incident,0.0,0.0,1.0,2.0,2.0
Cessna,P206B,1.0,Fatal(5),5.0,0.0,0.0,0.0,50.0
Cessna,182L,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Piper,PA-28R-201T,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Piper,PA-44-180,2.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Piper,PA-24-260,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Mooney,M20J,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Cessna,T-337C,2.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Bell,206B,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Cessna,TU206G,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Cessna,172,1.0,Fatal(1),1.0,2.0,0.0,0.0,20.0
Tifft-v,VARIEZE,1.0,Non-Fatal,0.0,2.0,0.0,0.0,10.0
Piper,PA-25-235,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Aero Commander,560E,2.0,Fatal(3),3.0,0.0,0.0,0.0,30.0
Cessna,182Q,1.0,Fatal(3),3.0,0.0,0.0,0.0,30.0
Grumman,AA5,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,411,2.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Aero Commander,680W,2.0,Non-Fatal,0.0,2.0,0.0,0.0,10.0
Piper,PA-24-250,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Cessna,337,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,182P,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
North American,AT-6G,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,172M,1.0,Non-Fatal,0.0,2.0,0.0,0.0,10.0
Robinson,R-22,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Bell,206B,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Cessna,170,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
Piper,PA-22-135,1.0,Fatal(1),1.0,1.0,0.0,0.0,15.0
Piper,PA-28-140,1.0,Fatal(3),3.0,0.0,0.0,0.0,30.0
Bell,47G-3B-1,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Bell,47D1,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-28-140,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Stinson,108,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Pitts,S1S,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,150,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,150L,1.0,Non-Fatal,0.0,0.0,1.0,0.0,2.0
Stinson,108,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Boeing,727-223,3.0,Incident,0.0,0.0,0.0,23.0,0.0
Scorpion,133,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Piper,PA-31-350,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Beagle Aircraft,206,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Bellanca,7ECA,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Aerosport,CHAMP,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-22,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Cessna,180,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Bell,206B,1.0,Fatal(1),1.0,0.0,0.0,0.0,10.0
Beech,95-B55,2.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Cessna,150M,1.0,Non-Fatal,0.0,1.0,1.0,0.0,7.0
Robinson,R-22,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Bellanca,17-30A,1.0,Fatal(4),4.0,0.0,0.0,0.0,40.0
Cessna,T210M,1.0,Fatal(3),3.0,0.0,0.0,0.0,30.0
Cessna,172RG,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Beech,35,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,152,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
Cessna,172K,1.0,Fatal(3),3.0,0.0,0.0,0.0,30.0
Cessna,150L,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
Cessna,182Q,1.0,Fatal(5),5.0,0.0,0.0,0.0,50.0
Piper,PA28-18,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
Cessna,150L,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Cessna,150J,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Piper,PA-28-161,1.0,Fatal(2),2.0,0.0,0.0,0.0,20.0
